le,method,min,max,avg,sum,last,integral
inf,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
inf,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
inf,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
inf,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
inf,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
inf,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
inf,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
inf,iam.v1.IamTokenService/CreateForServiceAccount,0,0,0,0,0,0
inf,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
inf,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
inf,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
inf,iam.v1.IamTokenService/Create,0,0,0,0,0,0
inf,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
inf,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
inf,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
inf,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
100.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
100.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
100.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
100.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
100.0,iam.v1.IamTokenService/Create,0,0,0,0,0,0
100.0,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
100.0,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
100.0,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
100.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
75.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
75.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
75.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
75.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
75.0,iam.v1.IamTokenService/Create,0,0,0,0,0,0
75.0,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
75.0,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
75.0,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
75.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
50.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
50.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
50.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
50.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
50.0,iam.v1.IamTokenService/Create,0,0,0,0,0,0
50.0,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
50.0,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
50.0,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
50.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
25.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
25.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
25.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
25.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
25.0,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
25.0,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
25.0,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
25.0,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
25.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
10.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
10.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
10.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
10.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
10.0,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
10.0,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
10.0,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
10.0,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
10.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
7.5,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
7.5,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0,0,0,0,0
7.5,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
7.5,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
7.5,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
7.5,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
7.5,iam.v1.IamTokenService/CreateForSubject,0,0,0,0,0,0
7.5,iam.v1.IamTokenService/CreateForService,0,0,0,0,0,0
7.5,iam.v1.IamTokenService/CreateForComputeInstance,0,0,0,0,0,0
7.5,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
7.5,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
7.5,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
7.5,iam.v1.IamCookieService/CreateForSubject,0,0,0,0,0,0
7.5,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
5.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
5.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
5.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
5.0,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
5.0,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
5.0,iam.v1.IamTokenService/CreateForAccessKey,0,0,0,0,0,0
5.0,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
5.0,iam.v1.IamCookieService/Revoke,0,0,0,0,0,0
5.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
2.5,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
2.5,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
2.5,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
2.5,iam.v1.IamTokenService/Exchange,0,0,0,0,0,0
2.5,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
1.0,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
1.0,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
1.0,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
1.0,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
0.75,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.75,iam.v1.awscompatibility.PresignUrlService/Create,0,0,0,0,0,0
0.75,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
0.75,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
0.5,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.5,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
0.5,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
0.25,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.25,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
0.1,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.1,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
0.1,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
0.075,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.05,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.025,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.025,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
0.01,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.01,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
0.0075,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.0075,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
0.005,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.005,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
0.0025,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.0025,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
0.001,maintenance.v1.MaintenanceService/ExecuteCommand,0,0,0,0,0,0
0.001,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0,0,0,0,0
0.001,iam.v1.IamTokenService/Revoke,0,0,0,0,0,0
0.001,iam.v1.IamCredentialService/Revoke,0,0,0,0,0,0
0.001,iam.v1.AbstractTokenService/Issue,0,0,0,0,0,0
0.075,iam.v1.AbstractTokenService/Issue,0,0.0007945238968341279,0.0000016567921852426206,0.0008250825082508251,0,1
0.075,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.0006621032473617732,0.0000016567921852426206,0.0008250825082508251,0,1
1.0,iam.v1.IamTokenService/Exchange,0,0.0005878712871287129,0.0000016567921852426206,0.0008250825082508251,0,1
5.0,iam.v1.IamTokenService/CreateForSubject,0,0.0004991239864727214,0.0000016567921852426206,0.0008250825082508251,0,1
5.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.0004583791712504584,0.0000016567921852426206,0.0008250825082508251,0,1
0.05,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.0006291254125412543,0.0000033135843704852412,0.0016501650165016502,0,2
0.25,iam.v1.AbstractTokenService/Issue,0,0.0006824756549729048,0.000003326945597785585,0.0016501650165016502,0.0004641089108910891,2
2.5,iam.v1.IamCredentialService/Revoke,0,0.0005907998207228131,0.000003313584370485241,0.00165016501650165,0,2
5.0,iam.v1.IamCookieService/CreateForSubject,0,0.0009982479729454428,0.0000033135843704852412,0.0016501650165016502,0,2
0.01,iam.v1.IamTokenService/Revoke,0,0.0007941419141914194,0.000004990418396678378,0.0024752475247524753,0,3
0.01,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.0006315446359450774,0.000004990418396678377,0.002475247524752475,0,3
1.0,iam.v1.IamCredentialService/Revoke,0,0.0007322607260726073,0.000004970376555727862,0.0024752475247524753,0,3
7.5,iam.v1.IamTokenService/CreateForServiceAccount,0,0.0014056961251680726,0.000006825168946644248,0.0033716334596422585,0,4.0864197530864175
0.5,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0007838283828382833,0.000008317363994463963,0.004125412541254126,0,4.679012345679013
0.025,iam.v1.IamTokenService/Revoke,0,0.0006722894511673581,0.000008317363994463961,0.004125412541254125,0,5
0.1,iam.v1.IamTokenService/Exchange,0,0.0008250825082508251,0.000008317363994463961,0.004125412541254125,0,5
2.5,iam.v1.IamCookieService/Revoke,0,0.0019557511306686226,0.000008317363994463961,0.004125412541254125,0,5
5.0,iam.v1.IamTokenService/CreateForService,0,0.0023824257425742565,0.000008283960926213102,0.004125412541254125,0,5
0.75,iam.v1.IamTokenService/Exchange,0,0.0032392128101699055,0.000009940753111455724,0.0049504950495049506,0,6
2.5,iam.v1.IamTokenService/Revoke,0,0.0019286303630363037,0.000009980836793356754,0.00495049504950495,0,6
0.05,iam.v1.AbstractTokenService/Issue,0,0.0008148963044452593,0.000011597545296698345,0.005775577557755776,0.00043316831683168344,7
0.1,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0011306686224177972,0.000011644309592249547,0.005775577557755775,0,7
0.5,iam.v1.IamTokenService/Exchange,0,0.0016705374241127817,0.000011597545296698343,0.005775577557755775,0,7
1.0,iam.v1.IamTokenService/CreateForAccessKey,0,0.000794523896834127,0.000011644309592249549,0.005775577557755776,0,7
1.0,iam.v1.IamTokenService/Revoke,0,0.0007435928778062991,0.000011644309592249549,0.005775577557755776,0,7
0.025,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.0007639652854174318,0.000011887320336475112,0.005907998207228131,0,7.160493827160494
25.0,iam.v1.IamTokenService/Create,0,0.0015676567656765724,0.00001286241621069403,0.006315446359450768,0,7.65432098765433
1.0,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.0011812176588029178,0.000013254337481940967,0.006600660066006602,0,8
0.01,iam.v1.AbstractTokenService/Issue,0,0.0007537790816118653,0.00001497125519003513,0.0074257425742574245,0,9
1.0,iam.v1.IamCookieService/CreateForSubject,0,0.0014362547365847694,0.000014971255190035132,0.007425742574257425,0,9
10.0,iam.v1.IamTokenService/Create,0,0.002108544187752098,0.000016169563358021996,0.007955425172146821,0,9.641975308641946
0.001,iam.v1.IamCookieService/Revoke,0,0.0007843376930285648,0.000016567921852426204,0.00825082508250825,0,10
0.075,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0017712535142403124,0.000016634727988927926,0.008250825082508252,0,10
0.0075,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.0007639652854174318,0.000023288619184499095,0.01155115511551155,0,14
2.5,iam.v1.IamCookieService/CreateForSubject,0,0.0024956199323636053,0.00002319509059339669,0.011551155115511552,0,14
0.75,iam.v1.IamCookieService/CreateForSubject,0,0.001186056105610561,0.000024952091983391885,0.012376237623762375,0,15
0.0075,iam.v1.AbstractTokenService/Issue,0,0.0008147689768976903,0.000028279037581177477,0.014026402640264028,0,17
1.0,iam.v1.IamCookieService/Revoke,0,0.002671204620462047,0.00002994251038007027,0.014851485148514854,0,18
1.0,iam.v1.IamTokenService/CreateForService,0,0.0009575031577231796,0.00002994251038007027,0.014851485148514854,0,18
0.75,iam.v1.IamCredentialService/Revoke,0,0.0025680693069306936,0.000031605983178963054,0.015676567656765675,0,19
0.075,iam.v1.IamTokenService/Exchange,0,0.0009982479729454398,0.00003300247886198417,0.016369229515544148,0,19.839506172839506
0.025,iam.v1.AbstractTokenService/Issue,0,0.0012891914191419142,0.00003493292877674864,0.017326732673267328,0,21
0.25,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0013337560607912646,0.00003825987437453423,0.018976897689768978,0.0007735148514851486,22.617283950617285
0.75,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.0014973719594181655,0.00003825987437453424,0.01897689768976898,0,23
2.5,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.00160942020127939,0.000041419804631065516,0.020627062706270627,0,25
0.05,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0012066831683168306,0.000043250292771212615,0.02145214521452146,0,26
0.05,iam.v1.IamTokenService/Exchange,0,0.001792771869779567,0.00005156765676567658,0.025577557755775585,0,31
0.75,iam.v1.IamTokenService/CreateForAccessKey,0,0.0013547651061402548,0.00005655807516235493,0.028052805280528045,0,34
5.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0.004807888196227027,0.00006295810303921959,0.03135313531353136,0,38
2.5,iam.v1.IamTokenService/CreateForAccessKey,0,0.0036161023509758434,0.00006487543915681889,0.03217821782178217,0,39
0.25,iam.v1.IamTokenService/Exchange,0,0.0024446889133357768,0.00006653891195571168,0.03300330033003299,0,40
0.75,iam.v1.IamTokenService/Revoke,0,0.0032900165016501656,0.00006653891195571169,0.033003300330033,0,40
0.0075,iam.v1.IamTokenService/Revoke,0,0.0020746750600986004,0.0000686131187790225,0.034032106914395156,0,40.76543209876543
0.75,iam.v1.IamTokenService/CreateForService,0,0.0014362547365847753,0.00007818322154796124,0.038778877887788776,0,47
7.5,iam.v1.IamTokenService/Create,0,0.004767143381004762,0.00008590849278787732,0.04218106995884777,0.0006703795379537954,51.1234567901235
2.5,iam.v1.IamTokenService/CreateForService,0,0.006274701544228495,0.00009278036237358679,0.04620462046204622,0,56
2.5,iam.v1.IamTokenService/CreateForSubject,0,0.024569123579024563,0.0001081257319280315,0.05363036303630363,0,65
1.0,iam.v1.IamTokenService/CreateForComputeInstance,0,0.0032104367844191933,0.00010978920472692431,0.05445544554455446,0,66
1.0,iam.v1.IamTokenService/CreateForSubject,0,0.017744367029295525,0.0001297508783136378,0.06435643564356436,0,78
0.5,iam.v1.IamCookieService/CreateForSubject,0,0.0024650613209469016,0.00015681825052278224,0.07778185225929998,0.00007219471947192844,93.19753086419755
0.0025,iam.v1.IamTokenService/Revoke,0,0.003249399013975478,0.00017133769828595768,0.08498349834983501,0,103
0.025,iam.v1.IamTokenService/Exchange,0,0.0023326406714745587,0.00017423337315810452,0.08641975308641985,0,104.74074074074076
0.01,iam.v1.IamTokenService/Exchange,0,0.0036262885547814054,0.00017569147894478803,0.08714297355661486,0,105.61728395061726
0.01,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0021391027991687966,0.00017612274967042707,0.08735688383653183,0,105.87654320987653
5.0,iam.v1.IamTokenService/Create,0,0.005317198386505327,0.00017994935195412876,0.08835513180947722,0.0006703795379537954,107.08641975308637
0.025,iam.v1.awscompatibility.PresignUrlService/Create,0,0.002872509473169527,0.00018550802212837763,0.09201197897567531,0,111.5185185185185
0.5,iam.v1.IamCredentialService/Revoke,0,0.003687405777614802,0.0001962897902693495,0.09735973597359734,0,118
0.5,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.002118730391557672,0.00020450714945786816,0.1014355461311026,0.0008649913904433987,122.26086956521738
0.75,iam.v1.IamCookieService/Revoke,0,0.018884075907590763,0.00020793409986159898,0.10313531353135309,0,125
0.01,iam.v1.IamCookieService/Revoke,0,0.0023527584239905787,0.00022290535505163414,0.11056105610561054,0,132.8395061728395
0.0075,iam.v1.IamCookieService/Revoke,0,0.002210406225807743,0.00027449354851853154,0.13614880006519164,0,164.30864197530855
0.0075,iam.v1.awscompatibility.PresignUrlService/Create,0,0.0031475369759198335,0.00027769727390899193,0.13773784785886,0,166.74074074074076
0.5,iam.v1.IamTokenService/CreateForAccessKey,0,0.0036975919814203053,0.00028562444058025896,0.14166972252780843,0,170.53086419753095
0.75,iam.v1.IamTokenService/CreateForComputeInstance,0,0.0043516735932852295,0.00029626245181268437,0.14694617609909144,0,178.0987654320988
2.5,iam.v1.IamTokenService/CreateForComputeInstance,0,0.005569306930693069,0.00032936761418077303,0.16336633663366343,0,198
0.5,iam.v1.IamTokenService/Revoke,0,0.004604164120115721,0.00040490160127123814,0.2008311942305341,0.0000309405940594247,242.92592592592592
